url_length,domain_length,path_length,num_dots,num_hyphens,num_underscores,num_slashes,num_query_marks,num_ampersands,num_equals,has_at_symbol,has_ip_address,uses_https,num_subdomains,has_suspicious_tld,num_digits,num_digits_domain,num_special_chars,has_port,url_entropy,domain_entropy,num_suspicious_keywords,is_shortened,path_double_slash,has_redirect,domain_has_numbers,query_length,num_query_params,has_fragment,url_depth,has_deceptive_https,label
69,9,7,2,0,0,3,1,2,1,0,0,1,0,0,4,0,7,0,2.9569,2.7595,0,0,0,0,0,4,0,0,3,0,0
66,11,15,2,0,0,3,1,0,2,0,0,1,1,0,2,1,1,0,3.0509,2.7568,0,1,0,0,0,8,1,0,1,0,0
76,13,1,2,0,0,4,0,0,0,0,0,1,0,0,2,0,3,0,4.0105,2.4701,0,0,0,0,0,4,1,1,4,0,0
21,16,11,1,0,0,3,0,0,1,0,0,1,1,0,3,0,5,0,3.3509,3.2903,0,0,0,0,0,0,0,0,3,0,0
24,6,21,2,0,0,4,0,0,1,0,0,1,0,0,4,1,4,0,4.7209,2.9579,0,0,0,0,0,0,2,0,3,0,0
60,7,8,2,0,0,3,0,0,2,0,0,1,0,0,0,0,3,0,3.3428,2.9754,0,0,1,0,0,0,2,0,4,0,0
21,14,11,3,0,0,5,0,1,0,0,0,1,1,1,3,0,7,0,3.388,2.7861,0,0,1,0,0,30,0,0,3,0,0
29,9,19,1,0,0,5,1,0,0,0,0,1,0,0,4,1,0,0,3.848,2.3707,0,0,0,0,0,20,0,0,3,0,0
60,35,33,3,3,0,5,0,0,4,0,0,0,0,1,12,2,6,0,4.086,2.7816,1,1,1,0,0,4,2,0,5,0,1
44,12,7,2,0,0,5,0,1,0,0,0,1,1,0,6,0,10,1,2.5068,3.5676,0,0,0,0,0,0,0,0,3,0,0
32,13,14,2,0,0,4,0,0,0,0,0,1,1,0,6,1,2,1,3.1913,3.4201,0,0,0,0,1,17,0,0,4,0,0
16,11,24,1,0,0,5,0,0,0,0,0,1,0,0,0,0,3,0,3.1318,2.1871,0,0,0,0,0,5,0,0,4,0,0
74,24,36,2,1,1,5,2,0,0,0,0,1,3,0,9,0,16,1,3.802,4.5319,1,0,0,1,0,10,2,0,6,0,1
39,13,19,1,2,1,3,0,0,1,0,0,1,1,1,1,0,6,0,3.923,2.9252,0,0,0,0,1,24,0,0,4,0,0
36,10,3,3,0,0,2,1,3,0,0,0,1,0,0,2,2,0,0,3.2983,3.1544,0,0,0,0,0,11,1,0,3,0,0
61,27,27,3,1,2,6,2,4,1,0,0,1,3,1,7,4,5,1,3.9433,3.9356,0,0,0,0,0,23,3,0,4,0,1
41,27,5,2,2,1,5,0,3,2,0,0,0,4,1,5,2,12,0,3.887,3.8828,1,0,1,1,1,0,3,0,4,0,1
28,14,3,2,0,1,3,0,0,3,0,0,1,0,0,0,0,7,0,3.7049,2.4888,0,0,0,0,1,19,0,0,1,0,0
60,28,20,3,0,1,3,0,2,1,0,0,1,1,1,6,2,14,1,4.5975,4.5256,0,0,1,0,1,26,3,0,4,0,1
99,24,50,3,3,1,5,2,3,0,0,0,1,0,0,7,2,9,0,4.6681,2.1445,2,0,0,1,1,54,4,1,3,0,1
30,5,15,1,1,0,3,1,0,0,0,1,1,0,0,5,0,5,0,2.4513,2.6172,0,0,0,0,0,7,2,0,1,0,0
64,26,52,5,2,1,3,2,4,3,0,1,0,3,1,11,2,8,0,4.4026,3.2449,2,0,0,0,0,18,2,0,2,0,1
32,8,19,3,0,0,2,0,2,1,0,0,1,0,0,6,0,5,0,3.2548,2.1848,0,0,0,0,0,11,1,0,3,0,0
52,4,13,1,0,0,4,1,0,2,0,0,1,0,0,4,0,4,0,3.5164,2.3429,0,0,0,0,0,14,0,0,2,0,0
53,8,28,3,1,0,2,0,2,0,0,0,1,0,0,2,1,6,0,3.209,3.1631,0,0,0,0,0,6,1,1,1,0,0
86,19,55,5,1,0,5,1,0,3,0,0,1,2,0,11,1,4,0,3.6825,3.5556,2,0,0,1,1,32,4,0,5,0,1
42,9,13,1,2,0,2,0,2,0,0,0,1,0,0,3,0,4,0,3.6659,2.9421,0,0,0,0,0,6,2,0,4,0,0
24,13,22,1,0,0,4,1,1,0,0,0,1,1,0,3,0,3,0,3.9863,2.8922,0,0,0,0,0,9,0,0,1,0,0
60,8,9,2,0,0,4,1,2,1,0,0,1,2,0,5,0,5,0,3.2081,2.5177,0,0,0,0,0,7,0,0,1,0,0
32,5,20,2,0,0,2,1,0,1,0,0,1,0,0,1,0,6,0,4.0167,2.5963,0,0,0,0,0,0,2,0,2,0,0
94,26,37,2,0,0,5,1,0,4,0,1,1,0,1,6,1,8,0,3.9093,3.5221,3,0,0,0,1,2,2,1,5,0,1
51,12,19,1,0,1,4,0,1,1,0,0,1,1,0,2,0,0,1,2.3534,3.0115,1,0,0,0,0,8,0,0,3,0,0
31,8,34,3,1,0,4,1,1,0,0,0,0,1,1,3,1,5,0,3.1079,3.0586,1,0,0,0,0,0,0,0,2,0,0
16,9,20,1,0,0,2,1,0,0,0,0,1,0,0,4,2,3,0,3.0215,2.8561,0,0,0,0,0,13,2,0,3,0,0
49,12,23,2,1,0,2,0,1,1,0,0,1,1,0,4,1,3,0,3.4546,2.5798,0,0,0,0,0,4,0,1,2,0,0
58,9,12,2,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,3.0067,2.6181,0,0,0,0,0,21,3,0,1,0,0
73,16,50,3,1,0,7,0,2,2,0,0,0,2,0,20,1,11,0,3.6987,3.0451,2,0,1,0,0,0,2,0,2,1,1
66,32,50,3,1,0,6,2,2,3,0,0,0,1,1,2,0,12,0,3.2022,2.1891,2,0,1,1,1,27,1,0,2,0,1
60,8,23,5,3,0,4,0,3,0,0,0,0,4,1,6,3,1,0,4.1391,3.3761,3,0,0,1,1,35,0,0,2,0,1
64,4,6,2,1,0,3,0,3,1,0,0,1,1,0,5,0,4,0,4.1793,2.39,0,0,1,0,1,29,0,0,2,0,0
78,8,25,2,1,2,7,1,2,2,0,0,1,3,0,3,0,4,0,3.4688,3.4311,2,0,0,0,1,18,4,0,4,0,1
24,9,1,3,0,0,3,1,1,1,0,0,0,1,0,5,1,4,0,3.0458,2.5479,0,0,1,0,0,0,3,0,2,0,0
77,27,35,3,1,0,5,0,3,0,0,0,0,3,1,7,3,11,0,4.9529,3.2251,0,0,0,0,0,6,2,1,5,0,1
93,20,35,4,2,1,4,1,4,4,0,0,0,0,1,5,1,6,0,3.8708,3.301,1,0,0,0,1,14,3,1,3,0,1
76,20,32,4,1,1,5,1,1,1,0,1,0,2,1,11,2,10,0,4.4308,3.0968,0,0,0,0,1,7,3,0,3,0,1
71,13,23,1,0,0,5,1,0,0,0,0,1,0,0,1,0,2,0,2.6212,3.5864,0,0,0,0,0,2,0,0,1,0,0
30,8,30,3,0,0,5,1,1,0,0,1,1,2,0,9,0,2,1,4.351,3.3813,1,0,0,1,1,19,2,0,4,0,1
91,34,23,2,1,1,5,2,1,3,0,0,1,4,1,4,0,6,0,3.9804,3.6485,1,0,1,0,0,23,2,0,3,0,1
65,24,52,5,0,0,5,0,1,3,0,0,0,2,0,10,0,6,0,5.2874,2.9575,1,0,0,0,0,21,3,1,4,0,1
34,19,0,2,1,0,5,1,1,2,0,0,1,2,0,2,0,6,0,3.9843,3.0407,1,0,0,0,0,24,3,0,4,0,0
44,10,23,2,1,1,4,0,1,2,0,0,0,1,0,3,0,1,0,3.8657,2.8139,1,0,0,0,0,4,3,0,3,0,0
36,20,32,3,3,1,4,0,1,3,0,0,1,3,1,16,1,7,0,3.7235,3.7566,3,0,0,0,1,0,3,0,4,0,1
48,15,20,2,1,0,4,0,1,2,0,0,1,1,0,0,2,3,0,3.7184,3.6878,0,0,0,0,0,0,2,0,1,0,0
28,17,12,3,1,0,2,0,2,1,0,0,1,1,0,5,0,0,0,2.6536,2.8839,0,0,0,0,1,4,1,0,2,0,0
48,9,16,3,0,1,2,0,0,1,0,0,0,2,0,3,0,4,0,2.5038,2.5347,0,0,0,0,0,14,1,0,2,0,0
62,23,17,3,1,0,7,2,1,1,0,0,0,3,1,10,2,7,1,3.0453,4.4659,1,0,0,0,1,66,3,0,3,0,1
46,7,31,2,0,0,2,1,0,0,0,0,1,1,0,3,0,9,0,3.1686,2.5707,1,0,0,0,0,30,1,0,1,0,0
40,11,0,1,2,0,5,1,0,3,0,0,1,1,0,3,0,2,1,4.135,2.8863,0,0,0,0,0,0,0,0,2,0,0
129,18,34,3,3,1,5,0,0,2,1,1,0,1,0,5,0,9,0,3.5864,3.4778,2,0,0,0,1,16,1,0,4,0,1
27,14,13,1,1,0,3,1,2,0,0,0,0,0,0,3,0,8,0,3.5005,2.6089,0,0,0,0,0,3,0,0,2,0,0
24,18,10,2,0,0,4,1,1,0,0,0,1,1,0,4,0,2,0,3.9779,3.1541,0,0,0,0,0,0,3,0,1,0,0
45,9,7,1,0,0,5,1,2,2,0,0,1,0,0,2,0,5,0,3.7115,2.6561,0,0,0,0,0,1,0,0,2,0,0
65,14,30,1,0,0,4,0,1,1,0,0,1,0,0,2,0,2,0,2.8834,3.1659,0,0,0,0,0,20,2,0,3,0,0
41,19,23,2,0,0,3,1,0,3,0,0,1,0,0,7,0,3,0,3.5943,2.3337,0,1,0,0,0,0,1,0,2,0,0
93,18,32,3,3,2,4,1,1,2,0,0,0,3,0,9,1,13,0,4.2658,4.0089,1,0,0,0,0,44,0,0,5,0,1
31,9,6,2,0,0,2,0,2,1,0,0,1,0,0,3,0,3,0,4.1035,3.7401,0,1,0,0,0,3,3,0,1,0,0
82,26,38,4,0,2,3,1,0,0,0,0,1,3,1,10,2,6,0,4.6548,3.9198,1,0,0,0,1,34,0,0,2,0,1
32,12,26,1,2,0,4,0,0,2,0,0,0,1,0,2,2,4,0,4.0292,2.36,0,0,0,0,0,0,1,0,1,0,0
58,14,40,5,2,0,4,2,0,3,0,1,0,2,0,7,0,10,0,3.9569,4.29,1,1,0,0,0,0,4,0,3,0,1
15,10,10,2,1,1,2,1,0,0,0,0,1,0,0,2,0,3,0,3.3719,2.1789,0,0,0,0,0,6,1,0,2,0,0
53,11,21,3,0,1,2,0,0,1,0,0,1,0,0,5,0,3,0,4.3521,2.8177,0,0,0,0,0,20,0,0,1,0,0
69,10,18,2,0,0,3,0,2,0,0,0,1,1,0,4,0,4,0,3.171,3.1041,1,0,0,0,0,0,1,0,3,0,0
30,15,35,4,4,1,4,0,2,3,1,0,1,3,1,4,2,6,0,4.9029,3.5316,2,0,0,0,1,0,3,0,6,0,1
25,14,22,1,1,0,4,0,1,2,0,0,1,0,0,0,0,6,0,3.3786,3.0211,1,0,0,0,0,0,0,1,1,0,0
112,12,14,2,1,1,5,1,4,1,0,1,0,1,0,9,1,1,0,4.9261,3.6934,2,0,1,0,1,58,3,0,3,0,1
55,19,7,2,2,1,3,1,1,0,0,0,1,0,0,2,0,4,0,3.23,2.4487,0,0,0,0,0,0,2,0,1,0,0
43,10,7,2,1,0,3,0,1,0,0,0,1,2,0,0,0,0,0,3.7869,3.0658,0,0,0,0,1,21,2,0,4,0,0
87,24,20,2,0,0,5,0,1,4,0,0,0,3,0,9,3,6,0,4.3131,3.0564,2,0,1,1,0,7,0,1,4,0,1
30,4,7,2,1,0,3,0,0,3,0,0,1,1,0,3,0,3,0,3.7236,2.6575,0,0,0,1,0,0,0,0,1,0,0
37,22,18,3,2,2,6,1,1,2,0,0,0,3,0,11,1,4,0,2.9866,3.4404,2,0,0,0,1,1,0,0,5,0,1
102,8,14,4,0,0,4,1,2,4,0,1,1,2,1,4,2,11,0,3.1979,2.6749,1,0,0,0,1,24,2,1,2,0,1
36,35,32,2,2,0,4,2,3,3,1,1,0,1,1,7,0,10,1,4.2854,3.7654,3,0,0,0,0,13,3,0,4,0,1
40,16,20,2,0,0,3,0,0,1,1,0,0,0,0,1,0,2,0,3.5952,2.7935,0,0,0,1,0,24,1,0,3,0,0
71,15,34,3,4,1,4,0,1,4,0,0,1,4,0,12,1,6,0,4.5347,3.2948,1,0,0,0,1,47,3,0,4,0,1
83,24,26,5,1,2,3,2,4,1,0,0,1,1,1,13,0,5,0,3.7619,4.0994,0,0,1,0,1,28,1,0,3,0,1
41,8,10,2,1,0,2,0,0,0,0,0,0,0,0,3,1,4,0,3.2481,2.4729,0,0,0,0,1,5,0,0,1,0,0
49,18,16,2,1,0,4,1,1,0,0,0,1,1,0,5,0,2,0,3.179,2.9492,0,0,0,0,1,6,0,0,2,0,0
72,28,14,3,0,1,6,2,1,2,0,1,1,1,0,4,2,2,0,5.2361,4.094,3,0,0,0,0,27,0,0,4,1,1
41,12,32,5,1,1,5,0,2,3,0,0,1,4,1,0,2,3,1,3.8255,3.5311,3,0,0,0,0,12,1,0,6,0,1
34,16,13,1,1,0,2,0,0,3,0,0,1,2,0,0,1,4,0,3.955,2.1491,0,0,0,0,1,15,3,0,4,0,0
15,13,17,3,1,0,2,0,0,3,0,0,1,1,1,1,0,3,0,3.7525,3.0877,0,0,0,0,0,21,3,0,4,0,0
46,17,14,2,1,0,5,0,3,0,0,0,1,0,1,3,0,3,0,3.2685,2.5883,0,0,0,0,0,4,2,0,3,0,0
51,14,30,3,0,0,2,1,1,1,0,0,1,2,1,5,0,3,1,2.9366,3.382,0,0,0,0,0,12,1,0,4,0,0
71,13,17,4,1,1,4,1,1,2,0,0,0,3,1,7,1,11,1,4.5341,3.8678,1,0,0,1,0,16,3,1,2,0,1
62,8,12,3,0,0,2,1,0,0,0,0,1,2,0,0,0,2,0,3.1564,2.9895,0,0,0,0,0,14,1,0,3,0,0
37,13,12,1,1,0,3,0,2,1,0,0,1,2,0,4,0,3,0,3.4697,2.8151,0,0,0,0,0,0,0,0,3,0,0
105,15,35,3,3,0,4,2,1,2,0,0,0,0,1,4,3,7,0,4.8384,3.3827,2,0,1,0,0,13,4,0,4,0,1
52,10,13,3,0,0,2,0,3,1,0,0,1,0,0,3,1,6,0,3.1483,2.8214,0,0,0,0,0,0,0,0,1,0,0
54,13,23,1,1,1,5,0,0,3,0,0,1,0,0,0,1,5,0,2.7374,2.763,0,0,0,0,1,17,1,0,3,0,0
43,10,19,2,0,0,4,0,0,0,0,0,1,0,0,5,1,5,0,4.634,3.401,0,0,0,0,1,12,1,1,3,0,0
60,4,13,2,0,0,2,0,1,1,0,0,1,1,0,1,0,5,0,3.4762,2.6516,0,0,0,0,0,27,1,0,2,0,0
108,18,31,5,2,1,5,0,1,1,0,1,1,0,1,8,2,5,0,4.5878,3.5845,2,0,0,0,0,0,2,0,4,0,1
33,8,12,2,0,0,3,0,1,0,0,0,1,0,0,4,0,2,0,2.3849,3.1967,0,0,0,0,0,4,1,0,4,0,0
44,10,12,1,1,0,3,0,1,1,0,0,1,0,0,2,0,5,0,3.049,2.2557,0,0,0,0,0,18,2,0,4,0,0
41,17,16,3,3,1,4,0,2,0,0,0,0,2,1,5,1,10,0,4.099,4.0215,1,1,0,0,1,16,3,0,3,0,1
56,17,12,2,1,1,3,1,2,2,0,0,1,2,0,3,0,2,0,2.7879,2.811,1,0,0,0,0,0,0,0,4,0,0
110,18,16,4,3,0,6,0,1,2,0,1,1,2,1,8,2,6,1,4.7737,3.5792,1,0,0,0,1,13,5,1,4,1,1
116,24,29,2,1,1,3,2,0,1,0,1,0,4,0,0,0,3,0,4.7242,3.1051,2,0,1,1,0,10,2,0,2,0,1
66,5,19,3,0,0,2,1,2,0,0,0,0,0,0,6,0,4,0,3.5149,3.2541,0,0,0,0,0,0,2,0,4,0,0
52,11,21,1,2,1,4,1,0,0,1,0,1,0,0,0,1,1,0,3.1126,2.5219,1,0,0,0,0,1,0,0,2,0,0
29,13,14,2,0,0,2,0,0,0,0,0,1,0,0,1,0,5,0,3.6197,2.6016,1,0,0,0,0,13,0,0,1,0,0
96,18,5,3,4,2,4,0,4,3,0,0,0,1,1,6,0,9,0,4.4851,3.1282,3,0,0,0,1,25,4,0,3,0,1
47,12,24,2,1,0,2,0,0,1,0,0,1,0,0,2,0,3,0,2.7587,2.7441,0,0,0,0,0,2,0,0,3,0,0
60,10,16,1,2,0,5,0,0,1,0,0,1,1,0,3,2,5,0,4.6867,2.9141,0,0,0,0,0,5,0,0,1,0,0
67,9,16,1,0,0,2,0,2,0,0,0,1,1,0,0,0,3,0,3.1456,2.6145,0,0,0,0,0,6,0,0,1,0,0
84,18,64,3,2,1,4,0,1,3,0,1,1,1,0,0,2,10,0,3.9087,4.1841,2,0,0,0,0,5,1,0,2,0,1
73,8,8,2,0,0,2,1,0,2,0,0,0,0,0,2,0,4,0,4.1728,2.4286,0,0,0,0,0,0,1,0,2,0,0
114,32,17,3,2,0,3,1,2,4,0,0,0,1,1,3,2,6,0,3.7279,3.9502,0,0,1,0,1,59,3,0,2,0,1
48,17,21,1,0,0,3,1,2,0,0,0,1,1,0,3,0,1,0,2.4283,3.4213,0,0,0,0,1,0,1,0,3,0,0
40,7,11,1,0,1,4,0,1,1,0,0,1,0,0,3,0,5,0,3.2419,2.2767,0,0,0,0,0,3,1,0,2,0,0
50,10,9,1,1,0,2,0,1,1,0,0,1,0,0,0,0,6,0,3.6733,2.9433,0,0,0,0,0,7,1,0,2,0,0
82,19,12,4,2,0,4,2,0,2,1,0,0,3,0,11,2,7,1,3.3507,3.8189,3,0,1,1,1,43,1,0,3,0,1
79,21,7,4,0,1,7,0,1,0,0,0,0,3,1,2,3,7,0,3.6934,3.0867,1,1,0,0,1,66,3,0,5,1,1
74,4,19,3,2,0,2,0,1,0,0,0,1,2,0,0,0,5,0,2.1735,2.5206,0,0,0,0,0,13,2,0,1,0,0
84,33,46,4,4,0,3,1,4,0,0,0,1,3,1,6,1,12,0,2.7939,2.7641,2,0,1,1,0,42,3,0,4,0,1
52,10,16,1,0,0,4,1,1,1,0,0,0,1,0,1,0,4,0,3.993,1.9066,0,0,0,0,0,23,2,0,3,0,0
80,12,27,3,1,1,4,2,0,1,0,0,1,4,0,4,1,17,0,4.1968,2.6959,1,0,0,0,1,13,0,0,4,0,1
64,28,29,5,1,1,4,0,0,1,0,0,1,2,0,12,2,14,0,3.5869,4.4085,2,1,0,0,1,32,2,0,2,0,1
59,21,10,4,1,0,5,1,0,1,0,1,0,0,0,12,3,13,0,4.3833,3.3943,2,0,0,0,1,0,1,0,3,0,1
36,10,0,2,0,0,2,1,0,0,0,0,1,0,1,0,0,5,0,3.4774,3.1399,0,0,0,0,0,8,2,1,1,0,0
37,6,16,1,0,0,4,1,0,0,0,0,1,1,0,6,0,5,0,3.2193,2.2889,0,0,0,0,0,8,0,0,2,0,0
51,23,5,3,1,0,3,2,3,3,0,0,1,3,0,12,4,1,0,4.3683,4.1271,2,0,0,0,1,56,0,1,4,0,1
89,20,36,3,2,0,7,1,4,4,0,0,0,0,1,6,4,11,0,3.2552,3.6771,3,0,0,0,0,16,2,1,3,0,1
46,29,32,5,3,0,4,1,2,1,0,0,1,0,0,9,1,8,0,4.1162,3.1532,3,1,1,0,1,12,2,0,3,0,1
52,6,22,2,0,1,2,1,1,1,0,0,1,0,0,4,0,3,0,4.0894,3.5533,0,0,0,0,1,2,2,0,3,0,0
29,4,15,2,1,0,3,0,1,1,0,0,1,0,1,4,2,8,0,3.2022,3.267,0,0,0,0,0,14,1,0,3,0,0
35,4,0,2,0,1,3,1,0,0,0,0,1,0,0,5,0,5,0,3.8579,3.3867,0,0,0,0,0,11,2,0,2,0,0
76,13,43,4,4,0,6,2,2,2,0,0,0,2,0,11,2,7,0,3.8589,3.4999,1,0,0,1,0,36,4,0,4,0,1
41,31,32,3,1,0,3,1,1,1,1,0,0,2,0,6,1,1,0,4.3752,3.5139,1,0,0,1,1,34,0,0,5,0,1
15,11,5,2,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,3.0146,3.1585,1,0,0,0,1,28,2,0,3,0,0
36,15,12,3,1,0,2,1,0,1,0,0,1,0,0,4,0,6,0,3.3093,1.9046,1,0,0,0,0,0,3,1,1,0,0
34,8,16,2,0,1,5,0,2,0,0,0,1,1,0,2,0,3,0,4.056,2.93,0,0,0,0,0,7,0,1,3,0,0
15,4,22,1,1,0,4,0,1,1,0,0,1,1,0,3,0,1,0,4.3046,3.4618,0,1,0,0,0,0,3,0,2,0,0
58,20,15,5,2,2,4,2,0,1,0,0,0,3,1,6,1,4,0,3.7208,3.8702,3,0,0,0,1,16,3,0,4,0,1
39,8,21,2,0,0,3,1,2,0,0,0,1,1,0,4,0,2,0,3.105,2.6644,0,0,0,0,0,8,0,0,2,0,0
76,14,53,4,0,0,7,2,1,1,0,0,1,2,1,11,0,1,0,3.9747,2.9367,1,0,1,0,1,20,3,0,2,0,1
95,9,12,2,2,1,4,2,1,4,0,0,1,1,1,7,4,8,0,4.8912,4.0676,3,0,1,0,0,8,5,0,5,0,1
48,8,24,1,0,0,2,0,2,2,0,0,1,0,0,5,1,2,0,3.8615,3.0594,0,0,0,0,0,15,2,0,3,0,0
70,35,19,5,2,2,5,2,1,2,1,0,1,2,1,8,1,1,0,3.4265,3.8046,1,1,0,1,1,0,1,0,5,0,1
44,8,13,2,1,0,2,1,1,1,0,0,1,0,0,2,0,5,0,4.236,2.7485,0,0,0,0,0,9,1,0,4,0,0
59,10,54,3,4,0,5,1,3,3,0,0,1,0,0,7,0,10,0,3.7893,3.2644,2,1,0,0,0,30,3,0,4,0,1
59,22,36,3,4,0,5,2,0,2,0,1,0,2,1,4,0,6,0,3.7798,3.5285,1,0,1,0,0,0,2,0,5,0,1
64,12,12,3,1,0,2,0,0,1,0,0,1,1,0,4,0,0,0,3.93,2.6405,0,0,0,0,0,0,3,0,2,0,0
64,33,49,5,2,0,5,1,1,0,0,0,1,3,0,9,4,9,0,5.5,4.2841,2,0,1,0,0,33,1,1,3,0,1
78,38,6,4,0,0,7,1,1,2,0,0,0,2,0,8,1,9,0,4.5419,2.734,3,0,1,1,0,18,3,0,4,0,1
30,10,25,3,1,1,3,0,0,0,0,0,0,1,0,3,1,2,0,3.6994,2.495,0,0,0,0,0,36,1,0,3,0,0
96,26,5,3,1,0,6,0,0,4,0,0,0,2,1,9,0,10,0,4.0413,4.4542,2,0,1,0,1,20,0,0,3,0,1
74,20,19,1,2,0,4,1,1,0,0,0,1,1,0,4,0,4,0,3.1493,2.0319,0,0,0,0,0,24,0,0,2,0,0
71,13,20,1,0,1,3,1,0,0,0,0,1,1,1,2,0,4,0,2.8734,2.586,1,0,0,0,0,11,1,0,2,0,0
47,5,13,2,0,0,4,0,0,1,0,0,1,0,0,7,1,4,0,3.3901,3.4707,0,0,0,0,0,11,2,0,3,0,0
70,14,4,1,0,0,3,1,1,0,0,0,1,0,0,5,0,2,0,3.1536,3.6626,0,0,0,0,0,18,3,0,2,0,0
98,32,43,3,1,2,5,1,3,1,0,0,0,3,0,1,1,10,0,3.8241,3.2143,2,0,0,0,0,1,4,1,4,0,1
49,9,18,1,0,0,4,0,0,0,0,0,0,0,0,1,0,4,0,3.1618,2.8027,0,0,0,0,0,5,1,0,1,0,0
52,10,21,2,2,0,4,0,0,0,0,0,0,2,0,1,1,4,0,3.2843,3.0867,0,0,0,0,0,14,3,0,2,0,0
58,26,24,3,3,0,5,2,3,3,0,0,1,0,1,5,1,11,0,3.9771,4.2297,1,1,0,0,1,26,0,0,3,1,1
110,20,28,2,0,1,5,2,3,0,1,0,1,1,1,3,1,4,0,4.1412,3.5248,3,1,0,0,1,21,0,1,4,0,1
52,21,45,3,1,2,6,1,1,2,0,0,1,2,1,3,0,6,0,4.5606,3.0151,0,1,0,1,1,3,2,1,4,0,1
77,24,5,3,3,0,6,2,0,1,0,0,0,1,1,10,0,6,0,4.4501,4.122,2,0,1,0,0,21,4,0,5,0,1
52,14,16,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2.6422,3.3398,1,0,0,0,0,0,2,0,3,0,0
47,17,43,5,2,1,7,2,0,2,0,1,1,0,1,3,1,13,0,4.1987,3.5028,0,0,1,0,0,32,5,1,4,0,1
71,35,17,4,3,0,3,1,3,1,0,0,1,3,0,2,0,7,0,4.0916,3.0385,1,0,0,0,1,20,3,1,3,0,1
62,13,3,1,0,0,4,1,0,1,0,0,1,1,0,5,1,1,0,3.9861,3.0769,0,0,0,0,0,0,3,0,2,0,0
114,22,26,3,1,1,6,2,1,3,0,0,1,0,1,17,2,8,0,4.1898,3.7698,1,0,0,0,0,39,3,0,3,0,1
78,25,41,3,3,1,5,1,0,1,0,0,0,3,1,9,2,12,0,4.5862,4.2042,2,0,1,1,1,36,4,0,6,0,1
73,19,14,3,0,2,6,2,0,2,0,0,0,1,0,10,0,7,0,4.5935,3.7741,2,0,1,0,1,55,1,0,5,0,1
75,16,27,4,1,1,5,2,4,1,0,0,1,2,1,9,2,8,1,4.1241,3.0052,2,0,0,0,0,41,0,0,2,0,1
36,10,16,2,1,0,4,0,0,3,0,0,1,0,0,5,1,5,0,4.0186,3.1308,0,0,0,0,0,17,2,1,4,0,0
67,15,48,3,1,0,4,2,0,1,0,1,1,3,1,5,3,8,0,4.0236,3.5741,2,0,0,0,1,52,5,0,3,0,1
62,10,13,2,1,0,4,1,0,1,0,0,1,0,0,2,1,6,0,3.1326,2.7723,0,0,0,1,0,13,1,0,2,0,0
54,7,17,2,0,0,3,0,1,1,0,0,1,0,0,4,0,6,0,3.177,3.164,0,0,0,0,0,26,2,0,4,0,0
75,11,35,2,3,0,6,1,1,2,1,0,1,1,1,4,2,11,1,3.3078,4.0646,1,0,0,0,0,39,4,1,5,0,1
42,11,16,1,0,0,4,0,0,0,0,0,1,1,0,1,0,3,0,3.6718,2.9821,0,0,0,0,1,0,1,0,1,0,0
49,23,57,3,1,1,3,2,1,2,0,0,1,1,1,7,2,7,0,3.9127,3.7668,2,0,0,0,0,20,0,1,4,0,1
60,12,22,2,1,1,2,0,0,2,0,0,1,1,0,2,1,1,0,3.097,3.7404,0,0,0,0,0,0,0,0,3,0,0
55,25,39,5,2,0,4,0,2,0,0,1,0,0,0,14,4,7,0,4.2357,2.8379,1,0,0,0,1,19,3,1,3,0,1
45,11,0,2,0,0,5,1,0,0,0,0,1,1,0,0,0,4,0,3.3962,3.1659,0,0,0,0,0,18,2,0,3,0,0
79,24,40,4,3,1,6,1,2,1,0,0,1,0,0,9,0,5,0,4.6977,3.5569,1,1,0,1,0,37,4,0,4,0,1
74,10,32,2,2,2,5,1,1,2,0,0,0,3,1,16,2,8,1,3.9897,3.7658,2,0,0,1,1,0,2,0,4,0,1
38,7,15,2,0,1,4,0,2,3,0,0,1,0,0,1,0,4,0,3.2108,2.8554,0,0,0,0,1,0,0,0,4,0,0
46,12,11,2,0,0,3,0,0,1,0,0,1,1,0,3,1,3,0,4.4373,2.5268,0,0,0,0,0,0,0,0,4,0,0
102,8,17,3,1,0,4,1,1,0,0,0,0,0,1,5,1,3,0,4.3145,3.3647,0,0,1,0,0,10,2,0,4,0,1
92,18,34,4,4,2,6,0,0,1,0,0,0,1,1,10,2,10,0,3.7869,3.7109,2,0,0,1,1,39,2,0,6,0,1
57,23,37,4,1,2,4,1,0,3,0,0,1,3,0,6,0,12,0,3.735,3.3068,2,1,1,1,0,41,4,0,4,0,1
25,20,10,3,1,0,2,0,0,2,0,0,1,0,0,3,0,6,0,3.6536,2.3659,0,0,0,0,0,27,2,0,1,0,0
104,22,57,4,1,0,6,1,3,2,0,0,0,4,0,6,3,9,0,4.227,3.9694,1,0,0,0,0,32,2,0,4,0,1
57,19,37,2,2,2,5,0,0,1,1,0,1,4,1,8,0,10,0,4.3416,3.5105,2,0,0,0,0,30,5,0,3,0,1
65,11,6,2,1,0,4,0,2,0,0,0,1,0,0,3,0,8,0,3.3373,2.3787,0,0,0,0,1,12,2,0,2,0,0
