url_length,domain_length,path_length,num_dots,num_hyphens,num_underscores,num_slashes,num_query_marks,num_ampersands,num_equals,has_at_symbol,has_ip_address,uses_https,num_subdomains,has_suspicious_tld,num_digits,num_digits_domain,num_special_chars,has_port,url_entropy,domain_entropy,num_suspicious_keywords,is_shortened,path_double_slash,has_redirect,domain_has_numbers,query_length,num_query_params,has_fragment,url_depth,label
81,41,33,3,0,0,2,0,0,0,0,0,0,1,0,11,4,0,0,4.5954,4.2571,0,0,0,0,0,0,0,0,2,1
28,15,6,1,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,4.1106,3.2729,0,0,0,0,0,0,0,0,1,1
21,6,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5945,2.585,0,1,0,0,0,0,0,0,1,1
21,6,8,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3.749,2.585,0,1,0,0,0,0,0,0,1,1
62,21,34,2,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,4.4214,3.5585,0,0,0,0,0,0,0,0,4,1
27,19,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.2084,3.9321,0,0,0,0,0,0,0,0,0,1
30,14,8,1,0,0,2,0,0,0,0,0,1,0,0,5,0,0,0,4.0151,3.0931,0,0,0,0,0,0,0,0,2,1
45,18,20,3,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,4.2589,3.5724,0,0,0,0,0,0,0,0,3,1
80,14,58,1,0,0,4,0,0,0,0,0,1,0,0,22,0,0,0,4.7123,3.3249,1,0,0,0,0,0,0,0,3,1
35,27,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0116,3.736,0,0,0,0,0,0,0,0,0,1
47,13,27,2,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,4.4,3.5466,0,0,0,0,0,0,0,0,2,1
54,25,22,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.1348,3.7035,0,0,0,0,0,0,0,0,2,1
34,27,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.8666,3.3656,0,0,0,0,0,0,0,0,0,1
68,26,35,3,1,0,4,0,0,0,0,0,0,1,0,4,2,0,0,4.511,3.5616,1,0,0,0,1,0,0,0,4,1
71,39,25,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.107,3.6282,1,0,0,0,0,0,0,0,2,1
60,23,30,3,1,0,1,0,0,0,0,0,0,1,0,4,4,0,0,4.3754,3.7081,1,0,0,0,1,0,0,0,1,1
21,6,8,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3.8442,2.585,0,1,0,0,0,0,0,0,1,1
44,8,29,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.2007,2.5,1,0,0,0,0,0,0,0,3,1
35,15,13,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0791,3.5069,0,0,0,0,0,0,0,0,2,1
71,19,44,1,0,2,3,0,0,0,0,0,1,0,0,17,0,2,0,4.7771,3.6819,0,0,0,0,0,0,0,0,2,1
106,20,79,5,0,2,4,0,0,0,0,0,0,1,0,3,0,2,0,4.4123,3.5464,0,0,0,0,0,0,0,0,4,1
47,19,20,2,0,2,2,0,0,0,0,0,1,0,0,0,0,2,0,4.5173,3.6819,0,0,0,0,0,0,0,0,2,1
44,26,11,3,2,0,1,0,0,0,0,0,0,1,0,6,6,0,0,4.4451,3.9022,0,0,0,0,1,0,0,0,1,1
48,27,14,2,0,0,2,0,1,0,0,0,0,1,0,6,0,6,0,4.2665,3.4118,0,0,0,0,0,0,0,0,1,1
21,6,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.749,2.585,0,1,0,0,0,0,0,0,1,1
30,18,5,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3.5899,3.0169,0,0,0,0,0,0,0,0,1,1
26,18,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.4885,3.0169,0,0,0,0,0,0,0,0,0,1
106,20,79,5,0,2,4,0,0,0,0,0,0,1,0,3,0,2,0,4.3934,3.5464,0,0,0,0,0,0,0,0,4,1
59,19,33,2,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4.3888,3.7216,0,0,0,0,0,0,0,0,4,1
33,25,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.8361,3.5933,0,0,0,0,0,0,0,0,0,1
49,25,17,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.9906,3.4031,0,0,0,0,0,0,0,0,2,1
35,18,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.7503,3.4194,0,0,0,0,0,0,0,0,1,1
77,10,60,1,0,0,7,0,0,0,0,0,0,0,0,23,0,0,0,4.6446,3.1219,1,0,0,0,0,0,0,0,6,1
51,35,8,2,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,4.1523,3.839,3,0,0,0,0,0,0,0,1,1
35,27,1,2,0,0,1,0,0,0,0,0,0,1,0,6,6,0,0,4.3217,4.1623,0,0,0,0,1,0,0,0,0,1
38,13,18,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4.1261,3.027,0,0,0,0,0,0,0,0,3,1
106,20,79,5,0,2,4,0,0,0,0,0,0,1,0,3,0,2,0,4.4123,3.5464,0,0,0,0,0,0,0,0,4,1
106,20,79,5,0,2,4,0,0,0,0,0,0,1,0,3,0,2,0,4.4123,3.5464,0,0,0,0,0,0,0,0,4,1
53,32,14,2,2,0,2,0,0,0,0,0,0,1,0,2,2,0,0,4.3125,3.9764,2,0,0,0,1,0,0,0,1,1
48,21,20,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0362,3.5585,0,0,0,0,0,0,0,0,3,1
36,12,17,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0623,3.2516,0,0,0,0,0,0,0,0,3,1
50,29,14,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.2182,3.7975,2,0,0,0,0,0,0,0,1,1
38,22,9,3,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4.089,3.5726,0,0,0,0,0,0,0,0,1,1
51,22,22,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.1891,3.5726,2,0,0,0,0,0,0,0,1,1
38,22,9,3,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4.089,3.5726,0,0,0,0,0,0,0,0,1,1
47,22,18,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.2485,3.5726,2,0,0,0,0,0,0,0,1,1
48,16,25,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,4.3239,3.75,0,0,0,0,0,0,0,0,3,1
63,23,33,2,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,4.2923,3.5555,1,0,0,0,0,0,0,0,4,1
47,25,15,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.1634,3.7835,0,0,0,0,0,0,0,0,2,1
56,30,19,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.3049,4.0566,1,0,0,0,0,0,0,0,2,1
53,26,20,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4.2375,3.6903,1,0,0,0,0,0,0,0,2,1
105,20,78,5,0,2,4,0,0,0,0,0,0,1,0,2,0,2,0,4.3766,3.5464,0,0,0,0,0,0,0,0,4,1
43,25,11,3,2,0,1,0,0,0,0,0,0,1,0,7,7,0,0,4.4899,3.8635,0,0,0,0,1,0,0,0,1,1
55,18,30,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.4405,3.6144,1,0,0,0,0,0,0,0,1,1
130,114,9,15,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,3.9151,3.6994,2,0,0,0,0,0,0,0,1,1
44,13,24,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.1724,3.0851,0,0,0,0,0,0,0,0,1,1
106,20,79,5,0,2,4,0,0,0,0,0,0,1,0,3,0,2,0,4.3934,3.5464,0,0,0,0,0,0,0,0,4,1
147,13,127,10,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,4.107,3.027,0,0,0,0,0,0,0,0,6,1
61,14,40,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,4.0105,3.3788,0,0,0,0,0,0,0,0,5,1
137,48,82,7,5,0,6,0,0,0,0,0,0,2,0,3,2,0,0,4.5243,4.2802,0,0,0,1,1,0,0,0,6,1
22,14,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.6635,3.0391,0,0,0,0,0,0,0,0,0,1
42,35,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.2165,3.99,0,0,0,0,0,0,0,0,0,1
43,25,11,2,0,0,2,0,0,0,0,0,0,1,0,3,3,0,0,4.2398,4.0537,0,0,0,0,0,0,0,0,2,1
61,8,46,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.2895,3.0,1,0,0,0,0,0,0,0,4,1
38,22,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0407,3.2954,0,0,0,0,0,0,0,0,1,1
52,14,31,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.1264,3.5216,3,0,0,0,0,0,0,0,3,1
49,15,26,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,4.0813,2.9736,0,0,0,0,0,0,0,0,4,1
58,41,10,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0059,3.6843,2,0,0,0,0,0,0,0,1,1
41,12,22,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.9435,3.085,0,0,0,0,0,0,0,0,2,1
85,20,58,3,0,0,8,0,0,0,0,0,0,1,0,3,3,0,0,4.5533,3.5464,0,0,0,0,0,0,0,0,7,1
73,24,42,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,4.1824,3.3239,0,0,0,0,0,0,0,0,5,1
30,12,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.6151,3.0221,0,0,0,0,0,0,0,0,2,1
30,12,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.6151,3.0221,0,0,0,0,0,0,0,0,2,1
27,19,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.9303,3.6819,0,0,0,0,0,0,0,0,0,1
36,14,15,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3.9065,3.3788,0,0,0,0,0,0,0,0,3,1
65,9,49,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3.9705,2.4194,0,0,0,0,0,0,0,0,7,1
113,23,83,6,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,4.3977,3.3816,0,0,0,0,0,0,0,0,5,1
113,23,83,6,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,4.3977,3.3816,0,0,0,0,0,0,0,0,5,1
78,36,35,4,1,0,4,0,0,0,0,0,0,2,0,7,7,0,0,4.5027,4.3292,0,0,0,0,1,0,0,0,4,1
48,23,18,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.2563,3.8279,0,0,0,0,0,0,0,0,2,1
63,26,30,3,1,0,1,0,0,0,0,0,0,1,0,3,3,0,0,4.344,3.7155,1,0,0,0,1,0,0,0,1,1
44,35,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.1292,3.9002,1,0,0,0,0,0,0,0,0,1
43,8,28,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0338,2.4056,2,0,0,0,0,0,0,0,2,1
28,20,1,2,0,0,1,0,0,0,0,0,0,1,0,7,7,0,0,3.6281,3.0087,0,0,0,0,1,0,0,0,0,1
47,29,11,3,1,0,1,0,0,0,0,0,0,1,0,10,10,0,0,4.5625,3.9783,0,0,0,0,1,0,0,0,1,1
46,11,28,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4.2575,2.6635,0,0,0,0,0,0,0,0,3,1
54,27,20,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.1874,3.7919,0,0,0,0,0,0,0,0,2,1
73,17,49,3,1,1,6,0,0,0,0,0,0,1,0,7,0,1,0,4.5307,3.4548,0,0,1,0,0,0,0,0,5,1
59,26,26,3,0,0,2,0,0,0,0,0,0,1,0,11,4,0,0,4.6872,4.2099,0,0,0,0,0,0,0,0,2,1
44,26,11,3,1,0,1,0,0,0,0,0,0,1,0,7,7,0,0,4.5077,3.9022,0,0,0,0,1,0,0,0,1,1
66,29,30,3,2,0,1,0,0,0,0,0,0,1,0,3,3,0,0,4.3436,4.0044,1,0,0,0,1,0,0,0,1,1
64,27,30,3,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,4.2985,3.9121,1,0,0,0,1,0,0,0,1,1
36,21,8,3,0,0,1,0,0,0,0,0,0,1,0,7,7,0,0,3.7981,3.5352,0,0,0,0,1,0,0,0,1,1
46,21,18,2,0,0,1,0,0,0,0,0,0,1,0,7,7,0,0,4.3275,3.5352,2,0,0,0,1,0,0,0,1,1
67,40,20,3,4,0,2,0,0,0,0,0,0,1,0,4,4,0,0,4.5045,4.2128,1,0,0,0,1,0,0,0,2,1
76,19,50,3,0,0,5,0,0,0,0,0,0,1,0,14,0,0,0,4.45,3.3006,1,0,0,0,0,0,0,0,5,1
38,22,9,3,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3.9483,3.6978,0,0,0,0,0,0,0,0,1,1
38,22,9,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.146,3.6978,1,0,0,0,0,0,0,0,1,1
37,12,18,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,4.263,3.4183,0,0,0,0,1,0,0,0,2,1
21,11,3,2,0,0,2,0,0,0,0,0,0,1,0,3,3,0,0,3.6304,2.914,0,0,0,0,1,0,0,0,1,1
152,18,127,10,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,4.1284,3.5724,0,0,0,0,0,0,0,0,6,1
60,23,30,3,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,4.4526,3.882,1,0,0,0,1,0,0,0,1,1
52,29,15,3,2,0,4,0,0,0,0,0,1,2,0,3,0,0,0,4.4065,3.9523,0,0,0,0,0,0,0,0,3,1
48,19,22,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3.9809,3.5766,0,0,0,0,0,0,0,0,3,1
56,19,30,3,1,0,1,0,0,0,0,0,0,1,0,2,2,0,0,4.3533,3.5111,1,0,0,0,1,0,0,0,1,1
37,13,17,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3.8615,3.027,1,0,0,0,0,0,0,0,2,1
40,22,11,3,1,0,1,0,0,0,0,0,0,1,0,5,5,0,0,4.4153,3.7544,0,0,0,0,1,0,0,0,1,1
67,25,35,3,1,0,2,0,0,0,0,0,0,1,0,4,4,0,0,4.3458,3.4937,1,0,0,0,1,0,0,0,2,1
59,30,21,1,2,0,3,0,0,0,0,0,1,0,0,3,0,0,0,4.4075,3.9484,0,0,0,0,0,0,0,0,3,1
38,21,10,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.7905,3.2321,0,0,0,0,0,0,0,0,1,1
33,17,9,3,1,0,1,0,0,0,0,0,0,1,0,5,4,0,0,3.8849,3.4992,0,0,0,0,1,0,0,0,1,1
42,17,18,2,1,0,1,0,0,0,0,0,0,1,0,4,4,0,0,4.368,3.4992,2,0,0,0,1,0,0,0,1,1
44,35,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.1292,3.9002,1,0,0,0,0,0,0,0,0,1
54,17,30,3,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,4.3151,3.3372,1,0,0,0,1,0,0,0,1,1
56,31,18,3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,3.7415,3.5421,1,0,0,1,0,0,0,0,3,1
40,18,15,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.2276,3.5724,0,0,0,0,0,0,0,0,2,1
31,14,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1313,3.5216,0,0,0,0,0,0,0,0,1,1
45,22,16,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.9668,3.5503,0,0,0,0,0,0,0,0,2,1
56,18,31,2,2,0,4,0,0,0,0,0,0,1,1,0,0,0,0,4.2352,3.5033,0,0,0,0,0,0,0,0,4,1
54,19,28,5,0,0,3,0,0,0,0,0,0,3,0,4,2,0,0,4.0468,3.2211,1,0,0,0,0,0,0,0,3,1
34,17,10,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.9398,3.4992,0,0,0,0,0,0,0,0,1,1
28,13,8,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.9947,3.3927,0,0,0,0,1,0,0,0,1,1
60,15,37,2,0,0,7,0,0,0,0,0,1,1,0,1,0,0,0,3.9876,2.8729,0,0,0,0,0,0,0,0,6,1
34,13,14,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.8703,3.2389,0,0,0,0,0,0,0,0,1,1
39,20,11,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,4.1091,3.5219,0,0,0,0,0,0,0,0,2,1
46,13,25,1,0,0,4,0,0,0,0,0,1,0,0,2,0,1,0,4.336,3.0851,0,0,0,0,0,0,0,0,3,1
103,11,85,5,0,2,4,0,0,0,0,0,0,0,0,3,0,2,0,4.2151,3.2776,0,0,0,0,0,0,0,0,4,1
66,34,25,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.2996,3.8151,1,0,0,0,0,0,0,0,2,1
51,15,28,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,4.3679,3.4566,2,0,0,0,0,0,0,0,4,1
59,22,30,3,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,4.1979,3.8231,0,0,0,0,0,0,0,0,3,1
90,13,70,3,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,4.2918,3.2389,0,0,0,0,0,0,0,0,9,1
30,23,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.1232,3.6753,0,0,0,0,0,0,0,0,0,1
40,14,19,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.1964,3.3788,0,0,0,0,0,0,0,0,2,1
42,17,18,2,1,0,1,0,0,0,0,0,0,1,0,4,4,0,0,4.4157,3.6169,2,0,0,0,1,0,0,0,1,1
33,17,9,3,1,0,1,0,0,0,0,0,0,1,0,5,4,0,0,3.9455,3.6169,0,0,0,0,1,0,0,0,1,1
46,17,22,2,1,0,1,0,0,0,0,0,0,1,0,4,4,0,0,4.4229,3.6169,2,0,0,0,1,0,0,0,1,1
80,22,51,6,3,0,4,0,0,0,0,0,0,1,0,10,10,0,0,4.546,3.6069,0,0,0,0,1,0,0,0,4,1
44,26,11,3,2,0,1,0,0,0,0,0,0,1,0,6,6,0,0,4.4451,3.9022,0,0,0,0,1,0,0,0,1,1
44,26,11,3,2,0,1,0,0,0,0,0,0,1,0,6,6,0,0,4.4451,3.9022,0,0,0,0,1,0,0,0,1,1
42,24,11,3,1,0,1,0,0,0,0,0,0,1,0,5,5,0,0,4.3477,3.6368,0,0,0,0,1,0,0,0,1,1
60,23,30,3,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,4.3876,3.6753,1,0,0,0,1,0,0,0,1,1
70,14,49,3,0,0,3,0,0,0,0,0,0,1,0,18,0,0,0,4.5099,2.9502,0,0,0,0,0,0,0,0,3,1
38,21,10,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0165,3.5226,1,0,0,0,0,0,0,0,1,1
41,19,15,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4.1227,3.6163,0,0,0,0,0,0,0,0,2,1
34,21,6,1,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,4.0431,3.5226,0,0,0,0,1,0,0,0,1,1
49,25,17,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.3037,3.8635,1,0,0,0,0,0,0,0,2,1
95,20,67,1,0,0,11,0,0,0,0,0,1,0,0,2,0,0,0,4.2236,3.4842,2,0,0,0,0,0,0,0,10,1
71,34,30,3,1,0,1,0,0,0,0,0,0,1,0,3,3,0,0,4.4537,4.1163,2,0,0,0,1,0,0,0,1,1
25,16,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8137,3.3278,0,0,0,0,0,0,0,0,1,1
83,27,49,1,0,0,4,0,0,0,0,0,0,0,0,22,0,0,0,4.6636,3.838,0,0,0,0,0,0,0,0,3,1
64,27,30,3,2,0,1,0,0,0,0,0,0,1,0,4,4,0,0,4.472,3.5562,1,0,0,0,1,0,0,0,1,1
63,26,30,3,1,0,1,0,0,0,0,0,0,1,0,4,4,0,0,4.4273,3.9172,1,0,0,0,1,0,0,0,1,1
37,25,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.9591,3.4937,0,0,0,0,0,0,0,0,1,1
145,13,125,10,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,4.0446,3.027,0,0,0,0,0,0,0,0,6,1
45,27,11,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0221,3.5319,0,0,0,0,0,0,0,0,2,1
86,11,68,2,0,4,4,0,0,0,0,0,0,0,0,3,0,4,0,4.2985,3.2776,0,0,0,0,0,0,0,0,4,1
37,16,14,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0777,3.5,0,0,0,0,0,0,0,0,2,1
38,16,15,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.1331,3.5,0,0,0,0,0,0,0,0,2,1
32,15,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3.9261,3.3736,0,0,0,0,0,0,0,0,2,1
44,36,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.8714,3.6695,0,1,0,0,0,0,0,0,0,1
47,39,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.345,3.0338,0,1,0,0,0,0,0,0,0,1
50,42,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.7118,3.4435,0,1,0,0,0,0,0,0,0,1
40,23,10,1,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,3.9726,3.741,0,0,0,0,1,0,0,0,1,1
58,21,30,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.103,2.8697,1,0,0,0,0,0,0,0,1,1
41,10,24,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,4.1097,3.3219,0,0,0,0,0,0,0,0,4,1
19,7,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.7474,2.8074,0,0,0,0,0,0,0,0,1,1
33,16,10,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.8323,3.2028,0,0,0,0,0,0,0,0,1,1
49,14,28,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.0683,3.2359,0,1,0,0,0,0,0,0,2,1
36,13,16,1,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,4.0833,3.027,0,0,0,0,1,0,0,0,2,1
31,15,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0424,3.3736,0,0,0,0,0,0,0,0,1,1
67,16,44,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4.1823,3.5778,0,0,0,0,0,0,0,0,6,1
35,12,16,2,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,4.022,3.085,1,0,0,0,1,0,0,0,2,1
60,17,36,4,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,4.2355,3.4104,0,0,0,0,0,0,0,0,5,1
54,15,32,4,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,4.2916,3.1396,0,0,0,0,0,0,0,0,4,1
130,21,102,5,0,0,6,0,0,2,0,0,0,3,1,25,0,4,0,5.0912,3.5352,0,0,0,0,0,0,0,0,5,1
52,18,27,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.1044,3.5724,3,0,0,0,0,0,0,0,1,1
73,10,56,2,0,0,5,0,0,0,0,0,0,0,0,4,0,2,0,4.4351,3.1219,0,0,0,0,0,0,0,0,5,1
29,10,12,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3.9228,2.8464,0,0,0,0,0,0,0,0,2,1
107,17,83,3,0,1,9,0,0,0,0,0,0,1,0,0,0,1,0,4.5011,3.7345,1,0,0,0,0,0,0,0,9,1
31,14,10,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.0266,3.3788,0,0,0,0,0,0,0,0,1,1
30,13,10,1,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,4.1232,3.5466,0,0,0,0,1,0,0,0,1,1
58,45,6,2,6,0,2,0,0,0,0,0,0,1,0,5,4,0,0,4.3468,4.1359,0,0,0,0,1,0,0,0,1,1
45,20,18,2,0,0,1,0,0,0,0,0,0,1,0,6,6,0,0,4.447,3.8219,2,0,0,0,1,0,0,0,1,1
76,30,39,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.16,3.6696,2,0,0,0,0,0,0,0,2,1
64,27,30,3,2,0,1,0,0,0,0,0,0,1,0,2,2,0,0,4.4526,3.9862,1,0,0,0,1,0,0,0,1,1
57,20,30,3,2,0,1,0,0,0,0,0,0,1,0,2,2,0,0,4.3474,3.5219,1,0,0,0,1,0,0,0,1,1
27,19,1,2,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,4.0323,3.7871,0,0,0,0,0,0,0,0,0,1
46,38,1,2,0,0,1,0,0,0,0,0,0,1,0,3,3,0,0,4.1806,4.0632,0,0,0,0,0,0,0,0,0,1
61,24,30,6,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4.4487,3.8554,0,0,1,0,0,0,0,0,2,1
77,20,50,3,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,4.1858,3.7219,0,0,0,0,0,0,0,0,4,1
56,18,31,3,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,4.3476,3.4613,0,0,0,0,0,0,0,0,3,1
37,20,10,4,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0,3.9723,3.5464,1,0,0,0,0,0,0,0,1,1
50,24,19,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.1035,3.4073,1,0,0,0,0,0,0,0,1,1
40,19,14,2,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,4.0817,3.4714,0,0,0,0,0,0,0,0,2,1
44,21,16,4,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,4.0815,3.3321,0,0,0,0,0,0,0,0,3,1
44,21,16,4,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,4.0815,3.3321,0,0,0,0,0,0,0,0,3,1
75,56,12,5,19,1,1,0,0,0,0,0,0,3,0,0,0,1,0,4.0142,3.455,3,0,0,0,0,0,0,0,1,1
70,16,47,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4.2965,3.875,0,0,0,0,0,0,0,0,5,1
44,27,10,3,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,4.2573,3.7821,0,0,0,0,0,0,0,0,1,1
56,14,35,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.2269,3.5216,0,0,0,0,0,0,0,0,4,1
48,15,26,5,0,0,4,0,0,0,0,1,0,2,0,12,12,0,0,4.3061,2.6062,0,0,0,0,1,0,0,0,3,1
62,22,33,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.7706,3.7544,0,0,0,0,0,0,0,0,4,1
96,19,70,2,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0,4.6611,3.3661,0,0,0,0,0,0,0,0,5,1
